idItem,name,genero_nominal,anyo_numerical,pais_nominal,director_nominal
5086,"Five Heartbeats, The (1991)","Drama",1991,"USA","Robert Townsend"
5088,"Going Places (Les Valseuses) (1974)","Comedy",1974,"France","Bertrand Blier"
5089,"Honky Tonk Freeway (1981)","Action",1981,"USA","John Schlesinger"
5090,"Hunchback of Notre Dame, The (Notre Dame de Paris) (1956)","Drama",1956,"France","Jean Delannoy"
5091,"Magnificent One, The (Le Magnifique) (1973)","Action",1973,"France","Philippe de Broca"
5092,"Big Fat Liar (2002)","Adventure",2002,"USA","Shawn Levy"
5093,"Collateral Damage (2002)","Action",2002,"USA","Andrew Davis"
5094,"Rollerball (2002)","Action",2002,"USA","John McTiernan"
5095,"Scotland, Pa. (2001)","Comedy",2001,"USA","Billy Morrissette"
5097,"Bright Eyes (1934)","Comedy",1934,"USA","David Butler"
5098,"Dimples (1936)","Family",1936,"USA","William A. Seiter"
5099,"Heidi (1937)","Family",1937,"USA","Allan Dwan"
5100,"Man Who Loved Women, The (1983)","Comedy",1983,"USA","Blake Edwards"
5101,"Richard Pryor Here and Now (1983)","Comedy",1983,"USA","Richard Pryor"
5102,"Rookie of the Year (1993)","Comedy",1993,"USA","Daniel Stern"
5103,"Sandlot, The (1993)","Comedy",1993,"USA","David M. Evans"
5104,"Cows (Vacas) (1991)","Comedy",1991,"USA","Ron Underwood"
5106,"Crossroads (2002)","Adventure",2002,"USA","Tamra Davis"
5108,"John Q (2002)","Crime",2002,"USA","Nick Cassavetes"
5109,"Return to Never Land (2002)","Animation",2002,"USA","Robin Budd"
5110,"Super Troopers (2001)","Comedy",2001,"USA","Jay Chandrasekhar"
5111,"Good Son, The (1993)","Drama",1993,"USA","Joseph Ruben"
5112,"Last Orders (2001)","Drama",2001,"UK","Fred Schepisi"
5113,"After the Fox (1966)","Comedy",1966,"Italy","Vittorio De Sica"
5114,"Bad and the Beautiful, The (1952)","Drama",1952,"USA","Vincente Minnelli"
5115,"Cast a Giant Shadow (1966)","Adventure",1966,"USA","Melville Shavelson"
5116,"Designing Woman (1957)","Comedy",1957,"USA","Vincente Minnelli"
5117,"Funny Lady (1975)","Musical",1975,"USA","Herbert Ross"
5118,"Heartbreak Kid, The (1972)","Comedy",1972,"USA","Elaine May"
5119,"Saturday Night and Sunday Morning (1960)","Drama",1960,"UK","Karel Reisz"
5120,"Sleuth (1972)","Mystery",1972,"UK","Joseph L. Mankiewicz"
5121,"Stroszek (1977)","Drama",1977,"West Germany","Werner Herzog"
5123,"Touch of Class, A (1973)","Comedy",1973,"UK","Melvin Frank"
5124,"Town Without Pity (1961)","Drama",1961,"USA","Gottfried Reinhardt"
5125,"Used Cars (1980)","Comedy",1980,"USA","Robert Zemeckis"
5126,"Deadly Mantis, The (1957)","Horror",1957,"USA","Nathan Juran"
5127,"Dragonfly (2002)","Drama",2002,"USA","Tom Shadyac"
5128,"Queen of the Damned (2002)","Fantasy",2002,"USA","Michael Rymer"
5129,"Big Bad Love (2001)","Drama",2001,"USA","Arliss Howard"
5130,"Green Dragon (2001)","Drama",2001,"USA","Timothy Linh Bui"
5132,"Last Man, The (2000)","Action",2000,"USA","Harry Ralston"
5133,"Maryam (2000)","Drama",2000,"Lebanon","Assad Fouladkar"
5134,"Mean Machine (2001)","Comedy",2001,"UK","Barry Skolnick"
5135,"Monsoon Wedding (2001)","Comedy",2001,"India","Mira Nair"
5136,"Wendigo (2001)","Horror",2001,"USA","Larry Fessenden"
5137,"Scratch (2001)","Documentary",2001,"USA","Doug Pray"
5138,"State Property (2002)","Drama",2002,"USA","Abdul Malik Abbott"
5139,"Bad News Bears, The (1976)","Comedy",1976,"USA","Michael Ritchie"
5140,"Bad News Bears Go to Japan, The (1978)","Comedy",1978,"USA","John Berry"
5141,"Bad News Bears in Breaking Training, The (1977)","Comedy",1977,"USA","Michael Pressman"
5143,"Lone Ranger, The (1956)","Adventure",1956,"USA","Stuart Heisler"
5144,"Lone Ranger and the Lost City of Gold, The (1958)","Western",1958,"USA","Lesley Selander"
5146,"Vampire Hunter D: Bloodlust (Banpaia hant?â?ó D) (2000)","Animation",2000,"Japan","Yoshiaki Kawajiri"
5148,"Black Like Me (1964)","Drama",1964,"USA","Carl Lerner"
5149,"Cattle Queen of Montana (1954)","Western",1954,"USA","Allan Dwan"
5150,"Under the Skin (1997)","Drama",1997,"UK","Carine Adler"
5151,"40 Days and 40 Nights (2002)","Comedy",2002,"USA","Michael Lehmann"
5152,"We Were Soldiers (2002)","Action",2002,"USA","Randall Wallace"
5153,"Trouble Every Day (2001)","Horror",2001,"France","Claire Denis"
5154,"Arena, The (a.k.a. Naked Warriors) (1974)","Action",1974,"Italy","Steve Carver"
5155,"Big Bird Cage, The (1972)","Action",1972,"Philippines","Jack Hill"
5156,"Big Doll House, The (1971)","Action",1971,"USA","Jack Hill"
5157,"Church, The (La Chiesa) (1989)","Fantasy",1989,"Italy","Michele Soavi"
5158,"Cross Creek (1983)","Biography",1983,"USA","Martin Ritt"
5159,"Ferngully: The Last Rainforest (1992)","Animation",1992,"Australia","Bill Kroyer"
5160,"Night of the Zombies (a.k.a. Hell of the Living Dead) (Virus) (1980)","Horror",1980,"Italy","Bruno Mattei"
5161,"Intersection (1994)","Drama",1994,"USA","Mark Rydell"
5162,"Jo Jo Dancer, Your Life is Calling (1986)","Biography",1986,"USA","Richard Pryor"
5163,"Stage Fright (Deliria) (1987)","Horror",1987,"Italy","Michele Soavi"
5164,"Troll in Central Park, A (1994)","Animation",1994,"Ireland","Don Bluth"
5165,"Zombie (a.k.a. Zombie 2: The Dead Are Among Us) (Zombi 2) (1979)","Horror",1979,"Italy","Lucio Fulci"
5166,"Amazing Adventure, The (a.k.a. The Amazing Quest of Ernest Bliss) (1936)","Drama",1936,"UK","Alfred Zeisler"
5167,"My Favorite Brunette (1947)","Comedy",1947,"USA","Elliott Nugent"
5168,"Royal Wedding (1951)","Comedy",1951,"USA","Stanley Donen"
5169,"Scarlet Street (1945)","Drama",1945,"USA","Fritz Lang"
5170,"All About the Benjamins (2002)","Action",2002,"USA","Kevin Bray"
5171,"Time Machine, The (2002)","Sci-Fi",2002,"USA","Simon Wells"
5172,"Full Frontal (2002)","Comedy",2002,"USA","Steven Soderbergh"
5173,"Divorcing Jack (1998)","Thriller",1998,"UK","David Caffrey"
5174,"Field, The (1990)","Drama",1990,"Ireland","Jim Sheridan"
5175,"Hidden Agenda (1990)","Drama",1990,"UK","Ken Loach"
5176,"Luminarias (2000)","Comedy",2000,"USA","Jos&#xE9; Luis Valenzuela"
5177,"Magnificent Ambersons, The (1942)","Drama",1942,"USA","Orson Welles"
5178,"Fun (1994)","Crime",1994,"Canada","Rafal Zielinski"
5179,"Gloria (1980)","Crime",1980,"USA","John Cassavetes"
5181,"Hangar 18 (1980)","Action",1980,"USA","James L. Conway"
5182,"Hawk the Slayer (1980)","Action",1980,"UK","Terry Marcel"
5185,"Hero at Large (1980)","Comedy",1980,"USA","Martin Davidson"
5187,"Hopscotch (1980)","Adventure",1980,"USA","Ronald Neame"
5188,"How to Beat the High Cost of Living (1980)","Comedy",1980,"USA","Robert Scheerer"
5189,"Humanoids from the Deep (1980)","Horror",1980,"USA","Barbara Peeters"
5190,"Inside Moves (1980)","Drama",1980,"USA","Richard Donner"
5192,"Island, The (1980)","Adventure",1980,"USA","Michael Ritchie"
5193,"Jazz Singer, The (1980)","Drama",1980,"USA","Richard Fleischer"
5195,"Zombie Lake (Le Lac des morts vivants) (1981)","Horror",1981,"France","Jean Rollin"
5196,"Lion of the Desert (1980)","Biography",1980,"Libya","Moustapha Akkad"
5197,"Little Darlings (1980)","Comedy",1980,"USA","Ronald F. Maxwell"
5198,"Long Good Friday, The (1980)","Crime",1980,"UK","John Mackenzie"
5199,"Long Riders, The (1980)","Biography",1980,"USA","Walter Hill"
5200,"Man Who Saw Tomorrow, The (1980)","Biography",1980,"USA","Robert Guenette"
5201,"Eaten Alive (Mangiati Vivi) (1980)","Adventure",1980,"Italy","Umberto Lenzi"
5203,"Monster Club, The (1980)","Comedy",1980,"UK","Roy Ward Baker"
5204,"Deathwatch (La Mort en Direct) (1980)","Drama",1980,"France","Bertrand Tavernier"
5205,"Motel Hell (1980)","Comedy",1980,"USA","Kevin Connor"
5207,"Mountain Men, The (1980)","Adventure",1980,"USA","Richard Lang"
5209,"ffolks (a.k.a. North Sea Hijack) (1980)","Adventure",1980,"UK","Andrew V. McLaglen"
5210,"Burial Ground (a.k.a. Zombie Horror) (a.k.a. Zombie 3) (Notti del Terrore, Le) (1981)","Horror",1981,"Italy","Andrea Bianchi"
5211,"Nude Bomb, The (1980)","Comedy",1980,"USA","Clive Donner"
5212,"Octagon, The (1980)","Action",1980,"USA","Eric Karson"
5213,"Oh, God! Book II (1980)","Comedy",1980,"USA","Gilbert Cates"
5214,"Oh, God! (1977)","Comedy",1977,"USA","Carl Reiner"
5215,"Oh, Heavenly Dog! (1980)","Comedy",1980,"USA","Joe Camp"
5216,"Pepi, Luci, Bom (Pepi, Luci, Bom y Otras Chicas del Mont?â??n) (1980)","Comedy",1980,"Spain","Pedro Almod&#xF3;var"
5217,"Super Fuzz (1980)","Action",1980,"USA","Sergio Corbucci"
5218,"Ice Age (2002)","Animation",2002,"USA","Chris Wedge"
5219,"Resident Evil (2002)","Action",2002,"UK","Paul W.S. Anderson"
5220,"Showtime (2002)","Action",2002,"USA","Tom Dey"
5222,"Kissing Jessica Stein (2001)","Comedy",2001,"USA","Charles Herman-Wurmfeld"
5223,"Pauline & Paulette (Pauline en Paulette) (2001)","Comedy",2001,"Belgium","Lieven Debrauwer"
5224,"Promises (2001)","Documentary",2001,"USA","Carlos Bolado"
5226,"All the Right Moves (1983)","Drama",1983,"USA","Michael Chapman"
5227,"Barabbas (1962)","Adventure",1962,"Italy","Richard Fleischer"
5228,"Ghost Breakers, The (1940)","Comedy",1940,"USA","George Marshall"
5229,"I Think I Do (1997)","Comedy",1997,"USA","Brian Sloan"
5230,"Paleface, The (1948)","Comedy",1948,"USA","Norman Z. McLeod"
5231,"Road to Morocco (1942)","Adventure",1942,"USA","David Butler"
5232,"Road to Singapore (1940)","Comedy",1940,"USA","Victor Schertzinger"
5233,"Road to Utopia (1946)","Adventure",1946,"USA","Hal Walker"
5234,"Road to Zanzibar (1941)","Adventure",1941,"USA","Victor Schertzinger"
5235,"Split Second (1992)","Action",1992,"UK","Tony Maylam"
5236,"Tale of Springtime, A (Conte de Printemps) (1990)","Comedy",1990,"France","Eric Rohmer"
5237,"Taps (1981)","Drama",1981,"USA","Harold Becker"
5238,"Return of the Secaucus 7 (1980)","Drama",1980,"USA","John Sayles"
5239,"Rude Boy (1980)","Drama",1980,"UK","Jack Hazan"
5240,"Running Scared (1980)","Action",1980,"USA","Paul Glickler"
5241,"Seems Like Old Times (1980)","Comedy",1980,"USA","Jay Sandrich"
5242,"Serial (1980)","Comedy",1980,"USA","Bill Persky"
5243,"Young Master, The (Shi di chu ma) (1980)","Action",1980,"Hong Kong","Jackie Chan"
5244,"Shogun Assassin (1980)","Adventure",1980,"Japan","Robert Houston"
5245,"Simon (1980)","Comedy",1980,"USA","Marshall Brickman"
5246,"Smokey and the Bandit II (1980)","Action",1980,"USA","Hal Needham"
5247,"Smokey and the Bandit (1977)","Action",1977,"USA","Hal Needham"
5248,"Smokey and the Bandit III (1983)","Comedy",1983,"USA","Dick Lowry"
5249,"Spetters (1980)","Drama",1980,"Netherlands","Paul Verhoeven"
5250,"Stir Crazy (1980)","Comedy",1980,"USA","Sidney Poitier"
5253,"Cousins in Love (a.k.a. Tender Cousins) (Tendres Cousines) (1980)","Romance",1980,"France","David Hamilton"
5254,"Blade II (2002)","Action",2002,"USA","Guillermo del Toro"
5255,"Sorority Boys (2002)","Comedy",2002,"USA","Wallace Wolodarsky"
5256,"Stolen Summer (2002)","Drama",2002,"USA","Pete Jones"
5257,"In the Winter Dark (1998)","Drama",1998,"Australia","James Bogle"
5258,"George Washington (2000)","Drama",2000,"USA","David Gordon Green"
5259,"Homicidal (1961)","Horror",1961,"USA","William Castle"
5261,"Light at the Edge of the World, The (1971)","Adventure",1971,"USA","Kevin Billington"
5262,"Mr. Sardonicus (1961)","Drama",1961,"USA","William Castle"
5263,"Strait-Jacket (1964)","Drama",1964,"USA","William Castle"
5264,"Clockstoppers (2002)","Adventure",2002,"USA","Jonathan Frakes"
5265,"Death to Smoochy (2002)","Comedy",2002,"USA","Danny DeVito"
5266,"Panic Room (2002)","Thriller",2002,"USA","David Fincher"
5267,"Rookie, The (2002)","Drama",2002,"USA","John Lee Hancock"
5268,"No Such Thing (2001)","Horror",2001,"Iceland","Hal Hartley"
5269,"Piano Teacher, The (La Pianiste) (2001)","Drama",2001,"Austria","Michael Haneke"
5271,"30 Years to Life (2001)","Comedy",2001,"USA","Vanessa Middleton"
5273,"Very Annie Mary (2001)","Comedy",2001,"UK","Sara Sugarman"
5274,"Bar Girls (1994)","Drama",1994,"USA","Marita Giovanni"
5275,"Boxcar Bertha (1972)","Crime",1972,"USA","Martin Scorsese"
5276,"Crimes of Passion (1984)","Drama",1984,"USA","Ken Russell"
5277,"Evil That Men Do, The (1984)","Action",1984,"Mexico","J. Lee Thompson"
5278,"Fraternity Vacation (1985)","Comedy",1985,"USA","James Frawley"
5279,"Impromptu (1991)","Comedy",1991,"UK","James Lapine"
5280,"Salmonberries (1991)","Drama",1991,"Germany","Percy Adlon"
5281,"Wrong Guys, The (1988)","Comedy",1988,"USA","Danny Bilson"
5282,"High Crimes (2002)","Crime",2002,"USA","Carl Franklin"
5283,"Van Wilder (2002)","Comedy",2002,"Germany","Walt Becker"
5284,"Crush (2001)","Comedy",2001,"UK","John McKay"
5285,"Lucky Break (2001)","Comedy",2001,"UK","Peter Cattaneo"
5286,"Destin?â?®es, Les (Destin?â?®es Sentimentales, Les) (2000)","Drama",2000,"France","Olivier Assayas"
5287,"After Dark, My Sweet (1990)","Crime",1990,"USA","James Foley"
5288,"Atomic Cafe, The (1982)","Documentary",1982,"USA","Jayne Loader"
5289,"Body and Soul (1947)","Drama",1947,"USA","Robert Rossen"
5290,"First Men in the Moon (1964)","Adventure",1964,"UK","Nathan Juran"
5291,"Rashomon (Rash?â??mon) (1950)","Crime",1950,"Japan","Akira Kurosawa"
5292,"Slap Shot (1977)","Comedy",1977,"USA","George Roy Hill"
5293,"Changing Lanes (2002)","Drama",2002,"USA","Roger Michell"
5294,"Frailty (2001)","Crime",2001,"USA","Bill Paxton"
5295,"New Best Friend (2002)","Drama",2002,"USA","Zoe Clarke-Williams"
5296,"Sweetest Thing, The (2002)","Comedy",2002,"USA","Roger Kumble"
5298,"Human Nature (2001)","Comedy",2001,"France","Michel Gondry"
5299,"My Big Fat Greek Wedding (2002)","Comedy",2002,"USA","Joel Zwick"
5300,"3:10 to Yuma (1957)","Action",1957,"USA","Delmer Daves"
5301,"Bite the Bullet (1975)","Action",1975,"USA","Richard Brooks"
5302,"Breakout (1975)","Action",1975,"USA","Tom Gries"
5303,"Joe Versus the Volcano (1990)","Comedy",1990,"USA","John Patrick Shanley"
5304,"Open City (Roma, citt?â?á aperta) (1945)","Drama",1945,"Italy","Roberto Rossellini"
5305,"Return of the Killer Tomatoes! (1988)","Comedy",1988,"USA","John De Bello"
5306,"Return to Horror High (1987)","Comedy",1987,"USA","Bill Froehlich"
5307,"Taking Care of Business (1990)","Comedy",1990,"USA","Arthur Hiller"
5308,"Three Men and a Baby (1987)","Comedy",1987,"USA","Leonard Nimoy"
5309,"Three Men and a Little Lady (1990)","Comedy",1990,"USA","Emile Ardolino"
5310,"Transylvania 6-5000 (1985)","Comedy",1985,"Yugoslavia","Rudy De Luca"
5311,"Watcher in the Woods, The (1980)","Family",1980,"USA","John Hough"
5312,"Murder by Numbers (2002)","Crime",2002,"USA","Barbet Schroeder"
5313,"Scorpion King, The (2002)","Action",2002,"USA","Chuck Russell"
5315,"Chelsea Walls (2001)","Drama",2001,"USA","Ethan Hawke"
5316,"Enigma (2001)","Drama",2001,"UK","Michael Apted"
5318,"Joshua (2001)","Comedy",2001,"Indonesia","Edward Sirait"
5319,"Nine Queens (Nueve Reinas) (2000)","Crime",2000,"Argentina","Fabi&#xE1;n Bielinsky"
5320,"Spooky House (2000)","Family",2000,"USA","William Sachs"
5321,"Triumph of Love, The (2001)","Comedy",2001,"Italy","Clare Peploe"
5322,"World Traveler (2001)","Drama",2001,"Canada","Bart Freundlich"
5323,"Jason X (2002)","Action",2002,"USA","Doug Liman"
5324,"Life or Something Like It (2002)","Comedy",2002,"USA","Stephen Herek"
5325,"Dogtown and Z-Boyz (2001)","Documentary",2001,"USA","Stacy Peralta"
5326,"Frank McKlusky, C.I. (2002)","Comedy",2002,"USA","Arlene Sanford"
5328,"Rain (2001)","Drama",2001,"Iran","Majid Majidi"
5329,"Salton Sea, The (2002)","Crime",2002,"USA","D.J. Caruso"
5330,"Some Body (2001)","Drama",2001,"USA","Henry Barrial"
5331,"Vulgar (2000)","Crime",2000,"USA","Bryan Johnson"
5332,"Aviator, The (1985)","Adventure",1985,"USA","George Miller"
5333,"Bob le Flambeur (1955)","Crime",1955,"France","Jean-Pierre Melville"
5334,"Cadillac Man (1990)","Comedy",1990,"USA","Roger Donaldson"
5335,"Coca-Cola Kid, The (1985)","Action",1985,"Australia","Dusan Makavejev"
5336,"Cuba (1979)","Adventure",1979,"USA","Richard Lester"
5337,"Delirious (1991)","Comedy",1991,"USA","Tom Mankiewicz"
5338,"Full Moon in Blue Water (1988)","Comedy",1988,"USA","Peter Masterson"
5339,"Husbands and Wives (1992)","Drama",1992,"USA","Woody Allen"
5340,"Joe (1970)","Drama",1970,"USA","John G. Avildsen"
5341,"Lenny (1974)","Biography",1974,"USA","Bob Fosse"
5342,"Nomads (1986)","Horror",1986,"USA","John McTiernan"
5343,"Temp, The (1993)","Drama",1993,"USA","Tom Holland"
5344,"Thief of Hearts (1984)","Drama",1984,"USA","Douglas Day Stewart"
5345,"Triumph of the Spirit (1989)","Biography",1989,"USA","Robert M. Young"
5346,"Wild Orchid (1990)","Drama",1990,"USA","Zalman King"
5347,"Deuces Wild (2002)","Action",2002,"USA","Scott Kalvert"
5348,"Hollywood Ending (2002)","Comedy",2002,"USA","Woody Allen"
5349,"Spider-Man (2002)","Action",2002,"USA","Sam Raimi"
5350,"Mystic Masseur, The (2001)","Comedy",2001,"UK","Ismail Merchant"
5352,"Big Sleep, The (1978)","Crime",1978,"UK","Michael Winner"
5353,"Butterflies Are Free (1972)","Comedy",1972,"USA","Milton Katselas"
5354,"Cactus Flower (1969)","Comedy",1969,"USA","Gene Saks"
5355,"Cassandra Crossing, The (1976)","Drama",1976,"UK","George P. Cosmatos"
5356,"Giant Spider Invasion, The (1975)","Horror",1975,"USA","Bill Rebane"
5357,"Iron Will (1994)","Family",1994,"USA","Charles Haid"
5358,"Mountains of the Moon (1990)","Adventure",1990,"USA","Bob Rafelson"
5359,"Rambling Rose (1991)","Drama",1991,"USA","Martha Coolidge"
5360,"Survivors, The (1983)","Comedy",1983,"USA","Michael Ritchie"
5361,"White Fang (1991)","Adventure",1991,"USA","Randal Kleiser"
5362,"White Fang 2: Myth of the White Wolf (1994)","Adventure",1994,"USA","Ken Olin"
5363,"New Guy, The (2002)","Comedy",2002,"USA","Ed Decter"
5364,"Unfaithful (2002)","Drama",2002,"USA","Adrian Lyne"
5366,"Whore (1991)","Drama",1991,"USA","Ken Russell"
5367,"My Beautiful Laundrette (1985)","Comedy",1985,"UK","Stephen Frears"
5368,"Ballad of a Soldier (Ballada o soldate) (1959)","Drama",1959,"Soviet Union","Grigori Chukhrai"
5369,"Big Bad Mama (1974)","Action",1974,"USA","Steve Carver"
5370,"Big Bad Mama II (1987)","Action",1987,"USA","Jim Wynorski"
5372,"Calamity Jane (1953)","Biography",1953,"USA","David Butler"
5374,"Devil Doll (1964)","Horror",1964,"UK","Lindsay Shonteff"
5375,"Harvey Girls, The (1946)","Comedy",1946,"USA","George Sidney"
5376,"Lady in Red, The (1979)","Action",1979,"USA","Lewis Teague"
5377,"About a Boy (2002)","Comedy",2002,"UK","Chris Weitz"
5378,"Star Wars: Episode II - Attack of the Clones (2002)","Action",2002,"USA","George Lucas"
5379,"Believer, The (2001)","Drama",2001,"USA","Henry Bean"
5380,"Importance of Being Earnest, The (2002)","Comedy",2002,"UK","Oliver Parker"
5381,"Charge of the Light Brigade, The (1968)","Drama",1968,"UK","Tony Richardson"
5382,"Every Which Way But Loose (1978)","Action",1978,"USA","James Fargo"
5383,"Hound of the Baskervilles, The (1959)","Crime",1959,"UK","Terence Fisher"
5384,"I Want to Live! (1958)","Biography",1958,"USA","Robert Wise"
5385,"Last Waltz, The (1978)","Documentary",1978,"USA","Martin Scorsese"
5386,"Pride and the Passion, The (1957)","Action",1957,"USA","Stanley Kramer"
5387,"Enough (2002)","Drama",2002,"USA","Michael Apted"
5388,"Insomnia (2002)","Crime",2002,"USA","Christopher Nolan"
5389,"Spirit: Stallion of the Cimarron (2002)","Animation",2002,"USA","Kelly Asbury"
5390,"CQ (2001)","Drama",2001,"USA","Roman Coppola"
5391,"Thirteen Conversations About One Thing (a.k.a. 13 Conversations) (2001)","Drama",2001,"USA","Jill Sprecher"
5392,"Bus Stop (1956)","Comedy",1956,"USA","Joshua Logan"
5393,"Cowboy (1958)","Western",1958,"USA","Delmer Daves"
5395,"Gambler, The (1974)","Crime",1974,"USA","Karel Reisz"
5397,"Monkey Business (1952)","Comedy",1952,"USA","Howard Hawks"
5398,"Requiem for a Heavyweight (1962)","Drama",1962,"USA","Ralph Nelson"
5399,"River of No Return (1954)","Action",1954,"USA","Otto Preminger"
